"id","index","m","H_init","rho_init","H_opt","rho_opt","value","counts","convergence","message","time_Min"
1211,".SSEC",66,0.4,2.5,0.0144476272391779,2.60749559934993,-1.06019932022509,"35;35",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",147.3799
1212,".SSEC",66,0.4,3.5,0.00989821230030186,3.1557156330802,-1.06023755561355,"54;54",52,"ERROR: ABNORMAL_TERMINATION_IN_LNSRCH",209.66025
1213,".SSEC",66,0.5,0.5,0.0145151010960641,2.60336141264445,-1.06019543262521,"47;47",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",188.957100000001
1214,".SSEC",66,0.5,1.5,0.0145209105876457,2.60290812019713,-1.06019506365161,"77;77",52,"ERROR: ABNORMAL_TERMINATION_IN_LNSRCH",275.424016666667
1215,".SSEC",66,0.5,2.5,0.0145144498807863,2.59996634410254,-1.06019422428821,"38;38",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",157.242916666667
1216,".SSEC",66,0.5,3.5,0.0113416954008944,2.9383952911652,-1.06029518373933,"33;33",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",139.5009
1217,".SSEC",66,0.6,0.5,0.0145208242563445,2.60291602025725,-1.06019506914345,"52;52",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",204.800433333334
1218,".SSEC",66,0.6,1.5,0.0145209258489405,2.60290682671273,-1.06019506267968,"42;42",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",171.923316666667
1219,".SSEC",66,0.6,2.5,0.014520777194383,2.60291910888482,-1.06019507213811,"55;55",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",211.703666666666
1220,".SSEC",66,0.6,3.5,0.99,3.39095721669527,-0.579731206115739,"10;10",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",39.935633333333
1221,".SSEC",66,0.7,0.5,0.0145209200580139,2.60290729534665,-1.06019506304961,"51;51",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",202.50805
1222,".SSEC",66,0.7,1.5,0.0144335431802874,2.60720058812533,-1.06019936568359,"51;51",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",202.071
1223,".SSEC",66,0.7,2.5,0.0145208516705153,2.60291344984266,-1.06019506739972,"85;85",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",292.746266666667
1224,".SSEC",66,0.7,3.5,0.988531948083641,3.24281084507719,-0.580466470175039,"29;29",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",114.847083333333
1225,".SSEC",66,0.8,0.5,0.0145209239998584,2.60290694223959,-1.06019506279794,"35;35",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",148.363466666667
1226,".SSEC",66,0.8,1.5,0.0144154626699256,2.6086274272062,-1.06020035899231,"66;66",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",258.78795
1227,".SSEC",66,0.8,2.5,0.0145209249279452,2.60290686219443,-1.06019506273931,"62;62",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",230.896066666667
1228,".SSEC",66,0.8,3.5,0.988634562146079,3.25428973618312,-0.580416404221277,"16;16",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",65.0962333333339
1229,".SSEC",66,0.9,0.5,0.0145028437611069,2.60420202657691,-1.06019620133679,"73;73",52,"ERROR: ABNORMAL_TERMINATION_IN_LNSRCH",265.086866666667
1230,".SSEC",66,0.9,1.5,0.0145207955978107,2.60291740549055,-1.06019507096653,"55;55",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",212.327066666666
1231,".SSEC",66,0.9,2.5,0.0145209250778206,2.60290686205169,-1.06019506272898,"55;55",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",210.640116666667
1232,".SSEC",66,0.9,3.5,0.988863755634228,3.2858820794934,-0.580280775647155,"19;19",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",77.3736000000004
1233,".SSMI",102,0.01,0.5,0.99,2.8671108783722,-0.783253914280471,"11;11",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",46.0547000000001
1234,".SSMI",102,0.01,1.5,0.0144182880848809,2.18354985150867,-1.24858838421082,"59;59",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",228.818050000001
1235,".SSMI",102,0.01,2.5,0.01,2.5,-1.24728017576177,"21;21",52,"ERROR: ABNORMAL_TERMINATION_IN_LNSRCH",87.2379333333335
1236,".SSMI",102,0.01,3.5,0.00575149646768292,3.45177207287169,-1.24827228345852,"52;52",52,"ERROR: ABNORMAL_TERMINATION_IN_LNSRCH",209.147516666667
1237,".SSMI",102,0.05,0.5,0.99,2.86710923913211,-0.783253914279937,"8;8",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",50.9146833333332
1238,".SSMI",102,0.05,1.5,0.0144189207545504,2.18350437658584,-1.24858834148004,"68;68",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",255.883716666667
1239,".SSMI",102,0.05,2.5,0.0131110036535068,2.28850664914851,-1.24866680624261,"24;24",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",105.369066666667
1240,".SSMI",102,0.05,3.5,0.0103600739104052,2.56524394476756,-1.24874421413576,"72;72",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",266.394766666666
1241,".SSMI",102,0.1,0.5,0.0143997657478896,2.18474749611497,-1.24858962837599,"49;49",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",216.710666666667
1242,".SSMI",102,0.1,1.5,0.0144170017174464,2.18364747676716,-1.24858847108053,"69;69",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",261.819966666666
1243,".SSMI",102,0.1,2.5,0.0140944686763031,2.20810834318677,-1.24860968573429,"20;20",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",88.5905333333329
1244,".SSMI",102,0.1,3.5,0.00647618099942702,3.25093069721688,-1.24844700463035,"37;37",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",157.436733333334
1245,".SSMI",102,0.2,0.5,0.0144597777406707,2.17784124757315,-1.24858453774906,"44;44",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",182.273899999999
1246,".SSMI",102,0.2,1.5,0.0144189284433345,2.18350387654957,-1.24858834096028,"34;34",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",146.775833333334
1247,".SSMI",102,0.2,2.5,0.0146129109830445,2.16866351021923,-1.24857499357488,"28;28",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",121.460016666667
1248,".SSMI",102,0.2,3.5,0.0067540355514124,3.18427084763754,-1.24849767959789,"28;28",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",122.597183333333
1249,".SSMI",102,0.3,0.5,0.014418837989577,2.18350854537621,-1.24858834707021,"56;56",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",219.663483333333
1250,".SSMI",102,0.3,1.5,0.0144189320692238,2.183485954455,-1.24858834067146,"60;60",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",230.929183333334
1251,".SSMI",102,0.3,2.5,0.014418749780387,2.18350818476025,-1.24858835301769,"35;35",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",149.694283333333
1252,".SSMI",102,0.3,3.5,0.00703384689309171,3.13565932311571,-1.24851170117209,"54;54",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",229.56045
1253,".SSMI",102,0.4,0.5,0.0144189244868868,2.18350416332092,-1.24858834122824,"80;80",52,"ERROR: ABNORMAL_TERMINATION_IN_LNSRCH",288.7194
1254,".SSMI",102,0.4,1.5,0.0144189296633756,2.1835037853218,-1.24858834087828,"35;35",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",150.459716666666
1255,".SSMI",102,0.4,2.5,0.0144189267529764,2.18350400879009,-1.24858834107464,"28;28",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",121.4595
1256,".SSMI",102,0.4,3.5,0.00718666487048714,3.09889039026257,-1.24854351483213,"52;52",52,"ERROR: ABNORMAL_TERMINATION_IN_LNSRCH",207.730266666667
1257,".SSMI",102,0.5,0.5,0.0144189089276769,2.18350531625322,-1.24858834227966,"54;54",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",215.28335
1258,".SSMI",102,0.5,1.5,0.0144189254185724,2.18350411791317,-1.24858834116627,"45;45",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",200.586900000001
1259,".SSMI",102,0.5,2.5,0.0219509395746374,1.77226436192845,-1.24785600778196,"27;27",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",131.829566666666
1260,".SSMI",102,0.5,3.5,0.00822698318539303,2.8934001157369,-1.24866230688276,"21;21",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",91.9432500000005
1261,".SSMI",102,0.6,0.5,0.0144189221628163,2.1835043047058,-1.24858834138549,"56;56",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",215.581116666666
1262,".SSMI",102,0.6,1.5,0.0144188695847677,2.18350870967559,-1.24858834493708,"54;54",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",210.717416666666
1263,".SSMI",102,0.6,2.5,0.0144189292374742,2.18350381632464,-1.24858834090713,"59;59",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",220.134516666667
1264,".SSMI",102,0.6,3.5,0.99,2.86711054710881,-0.783253914280481,"8;8",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",32.7458166666668
1265,".SSMI",102,0.7,0.5,0.0144213987890118,2.18074503382834,-1.24858718518592,"46;46",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",184.014383333333
1266,".SSMI",102,0.7,1.5,0.0144189284815702,2.18350385425139,-1.24858834095894,"52;52",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",203.340566666667
1267,".SSMI",102,0.7,2.5,0.0146728677198158,2.15785011597387,-1.24856336199194,"63;63",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",232.177116666666
1268,".SSMI",102,0.7,3.5,0.99,2.86711053303719,-0.783253914280395,"9;9",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",37.1218666666663
1269,".SSMI",102,0.8,0.5,0.0139935508153331,2.21390098162633,-1.24861553049666,"52;52",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",203.628083333333
1270,".SSMI",102,0.8,1.5,0.0144347613615218,2.18116501259969,-1.24858706875651,"51;51",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",199.23925
1271,".SSMI",102,0.8,2.5,0.0149774873596486,2.1316051854163,-1.2485282846713,"69;69",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",249.12805
1272,".SSMI",102,0.8,3.5,0.99,2.86711053254889,-0.783253914280938,"9;9",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",40.2229500000006
1273,".SSMI",102,0.9,0.5,0.0144189295541674,2.18350379250731,-1.24858834088654,"43;43",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",176.020799999999
1274,".SSMI",102,0.9,1.5,0.0143570922866778,2.18964203724633,-1.24859215267015,"59;59",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",223.58445
1275,".SSMI",102,0.9,2.5,0.0146213361059319,2.16143497435563,-1.24856665180395,"80;80",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",280.455333333332
1276,".SSMI",102,0.9,3.5,0.99,2.8671105320318,-0.783253914280481,"9;9",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",51.5347999999998
1277,".STI",96,0.01,0.5,0.0354255238594813,1.25037765229264,-1.331791340296,"118;118",52,"ERROR: ABNORMAL_TERMINATION_IN_LNSRCH",377.114316666667
1278,".STI",96,0.01,1.5,0.0354255255455191,1.25037780453767,-1.33179134028799,"27;27",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",118.3782
1279,".STI",96,0.01,2.5,0.0353439299598776,1.25136384692753,-1.33179155216457,"31;31",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",132.41295
1280,".STI",96,0.01,3.5,0.00609417866327419,3.44745108997373,-1.28371722093716,"19;19",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",84.9352333333334
1281,".STI",96,0.05,0.5,0.0354206889412258,1.25043371196626,-1.33179136029058,"60;60",52,"ERROR: ABNORMAL_TERMINATION_IN_LNSRCH",236.829533333333
1282,".STI",96,0.05,1.5,0.035425094239872,1.25037961741977,-1.33179134210534,"21;21",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",93.8088333333338
1283,".STI",96,0.05,2.5,0.0352127541284695,1.2539649827417,-1.33179179454092,"36;36",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",151.628966666666
1284,".STI",96,0.05,3.5,0.00659936329170903,3.28275561261771,-1.2885078870371,"22;22",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",99.7030833333333
1285,".STI",96,0.1,0.5,0.0354045156321902,1.25050552195917,-1.33179140375242,"29;29",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",126.474766666666
1286,".STI",96,0.1,1.5,0.0354255131498371,1.25037832736004,-1.33179134034037,"17;17",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",75.5964999999997
1287,".STI",96,0.1,2.5,0.0353766164862993,1.25116152374152,-1.33179152298695,"40;40",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",166.327416666667
1288,".STI",96,0.1,3.5,0.00670148037353552,3.23322694052173,-1.28996302423201,"25;25",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",108.6078
1289,".STI",96,0.2,0.5,0.0354258972949465,1.25037068461299,-1.33179133870983,"18;18",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",94.5233999999997
1290,".STI",96,0.2,1.5,0.0354249724568695,1.25036930654758,-1.33179134251051,"43;43",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",185.5979
1291,".STI",96,0.2,2.5,0.0352695156178018,1.25284558073633,-1.33179174319723,"37;37",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",157.256666666666
1292,".STI",96,0.2,3.5,0.00699520800640185,3.14877922277598,-1.29238760936054,"50;50",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",199.574333333334
1293,".STI",96,0.3,0.5,0.0354247192294557,1.25039140581837,-1.33179134370208,"33;33",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",140.226799999999
1294,".STI",96,0.3,1.5,0.035425518148046,1.25037797252644,-1.33179134031936,"19;19",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",84.8835666666661
1295,".STI",96,0.3,2.5,0.0354254873445097,1.25037854747969,-1.33179134045101,"69;69",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",254.664250000001
1296,".STI",96,0.3,3.5,0.0353879136922862,1.25083714753891,-1.33179147215143,"48;48",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",194.553300000001
1297,".STI",96,0.4,0.5,0.0354091181449439,1.25037649401024,-1.33179137586017,"30;30",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",130.566366666666
1298,".STI",96,0.4,1.5,0.0354161589731865,1.25050618574676,-1.3317913787472,"57;57",52,"ERROR: ABNORMAL_TERMINATION_IN_LNSRCH",220.371883333333
1299,".STI",96,0.4,2.5,0.0352176670628663,1.25377653707995,-1.33179178254339,"37;37",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",155.202183333333
1300,".STI",96,0.4,3.5,0.0072664071494778,3.06956850325047,-1.2946439305141,"29;29",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",135.7015
1301,".STI",96,0.5,0.5,0.035423565920751,1.2504083390494,-1.33179134855946,"37;37",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",154.880816666666
1302,".STI",96,0.5,1.5,0.0354069623720246,1.25057799969711,-1.3317914101179,"29;29",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",126.71475
1303,".STI",96,0.5,2.5,0.0352634615023408,1.25309963661222,-1.33179176758196,"57;57",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",219.899883333333
1304,".STI",96,0.5,3.5,0.035264521967017,1.25302212521603,-1.33179176152992,"45;45",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",184.560883333333
1305,".STI",96,0.6,0.5,0.0354255530951876,1.25037807138246,-1.33179134016978,"22;22",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",96.2597999999998
1306,".STI",96,0.6,1.5,0.0354043499335315,1.25046931420275,-1.33179139665614,"35;35",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",149.585083333333
1307,".STI",96,0.6,2.5,0.0354254837944633,1.25037828558596,-1.33179134046514,"54;54",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",209.627733333334
1308,".STI",96,0.6,3.5,0.0353850882272328,1.25100139910972,-1.33179149374545,"63;63",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",231.861666666667
